date,"(0, 'hors')","(0, 'u')","(0, 'v')","(0, 'ws')","(0, 'wd')","(1, 'hors')","(1, 'u')","(1, 'v')","(1, 'ws')","(1, 'wd')","(2, 'hors')","(2, 'u')","(2, 'v')","(2, 'ws')","(2, 'wd')","(3, 'hors')","(3, 'u')","(3, 'v')","(3, 'ws')","(3, 'wd')",wp2
2009-07-04 20:00:00,44.0,4.2,-4.05,5.83,133.93,32.0,4.34,-3.49,5.57,128.83,20.0,4.75,-3.74,6.05,128.22,8.0,4.32,-3.96,5.86,132.51,0.053
2009-07-04 21:00:00,45.0,3.72,-4.24,5.64,138.74,33.0,3.92,-3.49,5.25,131.63,21.0,4.53,-3.75,5.88,129.61,9.0,3.98,-3.86,5.55,134.12,0.085
2009-07-04 22:00:00,46.0,3.24,-3.93,5.09,140.45,34.0,3.29,-3.24,4.62,134.58,22.0,4.08,-3.48,5.36,130.46,10.0,3.45,-3.53,4.94,135.69,0.079
2009-07-04 23:00:00,47.0,2.84,-3.22,4.3,138.58,35.0,2.64,-2.81,3.85,136.74,23.0,3.52,-3.07,4.67,131.07,11.0,2.86,-3.04,4.18,136.8,0.058
2009-07-05 00:00:00,48.0,2.57,-2.3,3.45,131.82,36.0,2.21,-2.24,3.15,135.31,24.0,2.99,-2.67,4.01,131.82,12.0,2.4,-2.49,3.46,136.03,0.042
2009-07-05 01:00:00,37.0,2.15,-1.61,2.69,126.82,25.0,2.59,-2.43,3.55,133.12,13.0,2.2,-1.96,2.95,131.7,1.0,3.06,-1.14,3.26,110.49,0.032
2009-07-05 02:00:00,38.0,2.25,-1.08,2.49,115.69,26.0,2.28,-2.31,3.25,135.34,14.0,2.13,-1.55,2.63,125.96,2.0,3.03,-0.61,3.09,101.41,0.021
2009-07-05 03:00:00,39.0,2.19,-0.82,2.34,110.43,27.0,1.98,-2.27,3.01,138.92,15.0,2.01,-1.34,2.42,123.6,3.0,2.47,-0.45,2.51,100.32,0.016
2009-07-05 04:00:00,40.0,1.78,-0.92,2.01,117.33,28.0,1.61,-2.24,2.76,144.26,16.0,1.71,-1.38,2.19,128.86,4.0,1.63,-0.49,1.7,106.68,0.005
2009-07-05 05:00:00,41.0,1.17,-1.21,1.68,135.96,29.0,1.21,-2.13,2.45,150.42,17.0,1.27,-1.52,1.98,140.16,5.0,0.83,-0.43,0.93,117.6,0.021
2009-07-05 06:00:00,42.0,0.59,-1.42,1.53,157.54,30.0,0.8,-1.82,1.99,156.14,18.0,0.79,-1.58,1.76,153.33,6.0,0.42,0.04,0.42,84.74,0.032
2009-07-05 07:00:00,43.0,0.22,-1.34,1.36,170.79,31.0,0.45,-1.26,1.33,160.29,19.0,0.36,-1.39,1.43,165.38,7.0,0.66,1.1,1.28,30.95,0.037
2009-07-05 08:00:00,44.0,0.01,-0.99,0.99,179.19,32.0,0.2,-0.56,0.6,160.38,20.0,0.0,-0.9,0.9,180.23,8.0,1.32,2.3,2.65,29.98,0.058
2009-07-05 09:00:00,45.0,-0.13,-0.44,0.46,196.75,33.0,0.11,0.1,0.15,49.09,21.0,-0.3,-0.11,0.32,249.8,9.0,2.11,3.04,3.7,34.69,0.122
2009-07-05 10:00:00,46.0,-0.29,0.23,0.36,308.36,34.0,0.23,0.57,0.62,21.6,22.0,-0.5,0.92,1.05,331.79,10.0,2.74,2.91,4.0,43.23,0.159
2009-07-05 11:00:00,47.0,-0.32,0.82,0.88,338.93,35.0,0.5,0.81,0.96,31.6,23.0,-0.47,1.82,1.88,345.52,11.0,3.14,2.15,3.81,55.67,0.148
2009-07-05 12:00:00,48.0,-0.06,1.15,1.15,357.13,36.0,0.87,0.78,1.17,47.97,24.0,-0.08,2.13,2.13,357.98,12.0,3.3,1.16,3.5,70.64,0.185
2009-07-05 13:00:00,37.0,1.29,0.48,1.38,69.55,25.0,0.76,1.58,1.75,25.7,13.0,3.23,0.28,3.24,84.96,1.0,2.84,-0.38,2.87,97.56,0.143
2009-07-05 14:00:00,38.0,1.78,0.0,1.78,89.94,26.0,1.78,0.67,1.9,69.4,14.0,3.12,-0.45,3.15,98.24,2.0,3.1,-0.83,3.21,105.08,0.079
2009-07-05 15:00:00,39.0,2.37,-0.53,2.43,102.55,27.0,2.65,0.09,2.65,87.98,15.0,3.23,-1.1,3.41,108.83,3.0,3.56,-1.38,3.81,111.14,0.021
2009-07-05 16:00:00,40.0,3.07,-1.02,3.23,108.48,28.0,3.13,0.29,3.15,84.7,16.0,3.71,-1.71,4.08,114.81,4.0,4.14,-1.97,4.58,115.48,0.085
2009-07-05 17:00:00,41.0,3.72,-1.57,4.04,112.88,29.0,3.36,0.69,3.43,78.37,17.0,4.37,-2.34,4.96,118.2,5.0,4.74,-2.61,5.41,118.88,0.053
2009-07-05 18:00:00,42.0,4.17,-2.29,4.76,118.83,30.0,3.56,0.47,3.59,82.43,18.0,4.96,-3.05,5.83,121.57,6.0,5.27,-3.3,6.21,122.07,0.042
2009-07-05 19:00:00,43.0,4.28,-3.23,5.37,127.07,31.0,3.87,-0.88,3.97,102.83,19.0,5.27,-3.84,6.52,126.08,7.0,5.63,-4.0,6.9,125.39,0.106
2009-07-05 20:00:00,44.0,4.19,-4.11,5.88,134.45,32.0,4.13,-2.67,4.92,122.87,20.0,5.27,-4.52,6.94,130.63,8.0,5.75,-4.56,7.34,128.43,0.19
2009-07-05 21:00:00,45.0,4.1,-4.57,6.14,138.13,33.0,4.09,-3.89,5.64,133.52,21.0,5.02,-4.87,6.99,134.16,9.0,5.57,-4.82,7.37,130.87,0.206
2009-07-05 22:00:00,46.0,4.12,-4.36,6.0,136.64,34.0,3.59,-3.82,5.24,136.73,22.0,4.55,-4.73,6.56,136.1,10.0,5.05,-4.65,6.86,132.67,0.185
2009-07-05 23:00:00,47.0,4.1,-3.68,5.51,131.92,35.0,2.82,-2.92,4.06,135.98,23.0,3.94,-4.26,5.81,137.26,11.0,4.25,-4.17,5.96,134.46,0.317
2009-07-06 00:00:00,48.0,3.82,-2.85,4.77,126.66,36.0,2.05,-1.94,2.82,133.43,24.0,3.26,-3.73,4.95,138.82,12.0,3.29,-3.56,4.85,137.22,0.153
2009-07-06 01:00:00,37.0,1.53,-1.46,2.11,133.77,25.0,2.6,-3.31,4.2,141.84,13.0,2.3,-2.96,3.74,142.16,1.0,2.02,-2.59,3.29,142.08,0.048
2009-07-06 02:00:00,38.0,1.34,-1.34,1.9,134.95,26.0,2.12,-2.98,3.66,144.64,14.0,1.45,-2.37,2.78,148.57,2.0,1.35,-2.26,2.63,149.06,0.085
2009-07-06 03:00:00,39.0,1.56,-1.26,2.0,128.91,27.0,2.0,-2.68,3.35,143.35,15.0,0.96,-1.78,2.03,151.6,3.0,1.61,-2.12,2.66,142.83,0.138
2009-07-06 04:00:00,40.0,2.18,-1.0,2.39,114.61,28.0,2.34,-2.36,3.33,135.28,16.0,1.0,-1.2,1.56,140.4,4.0,2.46,-2.13,3.25,130.78,0.233
2009-07-06 05:00:00,41.0,3.0,-0.75,3.09,104.04,29.0,2.95,-2.09,3.62,125.33,17.0,1.48,-0.79,1.68,117.98,5.0,3.49,-2.2,4.13,122.24,0.37
2009-07-06 06:00:00,42.0,3.75,-0.8,3.84,102.07,30.0,3.55,-1.96,4.05,118.93,18.0,2.3,-0.72,2.41,107.28,6.0,4.24,-2.27,4.81,118.21,0.54
2009-07-06 07:00:00,43.0,4.23,-1.34,4.44,107.56,31.0,3.91,-2.04,4.41,117.52,19.0,3.31,-1.1,3.49,108.3,7.0,4.37,-2.27,4.93,117.49,0.54
2009-07-06 08:00:00,44.0,4.42,-2.12,4.9,115.59,32.0,4.03,-2.26,4.62,119.31,20.0,4.28,-1.72,4.62,111.88,8.0,4.13,-2.23,4.7,118.33,0.481
2009-07-06 09:00:00,45.0,4.35,-2.78,5.16,122.63,33.0,3.95,-2.55,4.7,122.78,21.0,4.96,-2.3,5.47,114.91,9.0,3.9,-2.18,4.47,119.14,0.471
2009-07-06 10:00:00,46.0,4.06,-3.09,5.11,127.31,34.0,3.73,-2.82,4.68,127.11,22.0,5.16,-2.63,5.8,117.02,10.0,3.96,-2.16,4.51,118.65,0.196
2009-07-06 11:00:00,47.0,3.65,-3.21,4.86,131.31,35.0,3.42,-3.12,4.63,132.36,23.0,5.01,-2.79,5.73,119.17,11.0,4.22,-2.27,4.8,118.27,0.153
2009-07-06 12:00:00,48.0,3.23,-3.39,4.68,136.44,36.0,3.1,-3.5,4.67,138.46,24.0,4.68,-2.94,5.53,122.17,12.0,4.52,-2.58,5.2,119.78,0.238
2009-07-06 13:00:00,37.0,2.83,-3.97,4.87,144.53,25.0,4.34,-3.19,5.39,126.32,13.0,4.69,-3.13,5.64,123.76,1.0,4.22,-2.5,4.9,120.61,0.132
2009-07-06 14:00:00,38.0,2.69,-4.42,5.17,148.63,26.0,4.09,-3.49,5.38,130.45,14.0,4.73,-3.74,6.03,128.34,2.0,4.37,-3.0,5.3,124.49,0.127
2009-07-06 15:00:00,39.0,2.78,-4.69,5.45,149.33,27.0,3.99,-3.73,5.46,133.09,15.0,4.66,-4.17,6.26,131.85,3.0,4.42,-3.42,5.59,127.76,0.201
2009-07-06 16:00:00,40.0,3.12,-4.68,5.63,146.32,28.0,4.07,-3.84,5.6,133.36,16.0,4.5,-4.26,6.2,133.44,4.0,4.38,-3.73,5.76,130.4,0.243
2009-07-06 17:00:00,41.0,3.54,-4.54,5.76,142.05,29.0,4.26,-3.86,5.75,132.14,17.0,4.33,-4.12,5.98,133.55,5.0,4.29,-3.88,5.78,132.08,0.344
2009-07-06 18:00:00,42.0,3.81,-4.45,5.86,139.43,30.0,4.45,-3.81,5.86,130.59,18.0,4.25,-3.93,5.79,132.74,6.0,4.17,-3.79,5.64,132.27,0.397
2009-07-06 19:00:00,43.0,3.77,-4.54,5.9,140.25,31.0,4.54,-3.75,5.89,129.54,19.0,4.3,-3.81,5.74,131.59,7.0,4.04,-3.46,5.32,130.56,0.45
2009-07-06 20:00:00,44.0,3.59,-4.67,5.89,142.42,32.0,4.56,-3.71,5.87,129.12,20.0,4.37,-3.74,5.75,130.53,8.0,3.91,-3.02,4.94,127.71,0.476
2009-07-06 21:00:00,45.0,3.52,-4.67,5.85,142.95,33.0,4.53,-3.7,5.85,129.28,21.0,4.33,-3.61,5.64,129.79,9.0,3.77,-2.67,4.62,125.25,0.497
2009-07-06 22:00:00,46.0,3.7,-4.38,5.73,139.76,34.0,4.46,-3.74,5.82,129.95,22.0,4.09,-3.37,5.3,129.49,10.0,3.64,-2.53,4.43,124.8,0.635
2009-07-06 23:00:00,47.0,3.89,-3.85,5.48,134.74,35.0,4.28,-3.69,5.65,130.77,23.0,3.76,-3.1,4.88,129.52,11.0,3.52,-2.54,4.34,125.9,0.619
2009-07-07 00:00:00,48.0,3.74,-3.2,4.92,130.55,36.0,3.87,-3.41,5.16,131.39,24.0,3.52,-2.92,4.58,129.68,12.0,3.41,-2.59,4.28,127.24,0.519
2009-07-07 01:00:00,37.0,3.19,-2.82,4.26,131.5,25.0,3.48,-2.89,4.52,129.76,13.0,3.31,-2.57,4.19,127.78,1.0,3.97,-2.89,4.91,126.08,0.413
2009-07-07 02:00:00,38.0,2.45,-2.13,3.25,131.02,26.0,3.48,-2.91,4.54,129.89,14.0,3.19,-2.47,4.04,127.67,2.0,3.62,-2.61,4.46,125.75,0.402
