date,"(0, 'hors')","(0, 'u')","(0, 'v')","(0, 'ws')","(0, 'wd')","(1, 'hors')","(1, 'u')","(1, 'v')","(1, 'ws')","(1, 'wd')","(2, 'hors')","(2, 'u')","(2, 'v')","(2, 'ws')","(2, 'wd')","(3, 'hors')","(3, 'u')","(3, 'v')","(3, 'ws')","(3, 'wd')",wp6
2009-07-03 05:00:00,41.0,2.14,-0.79,2.29,110.31,29.0,2.95,-1.7,3.4,120.01,17.0,3.79,-2.43,4.5,122.61,5.0,4.34,-3.37,5.5,127.83,0.039
2009-07-03 06:00:00,42.0,2.76,-1.21,3.02,113.74,30.0,3.46,-2.06,4.03,120.7,18.0,4.32,-2.73,5.11,122.27,6.0,4.82,-3.95,6.23,129.36,0.447
2009-07-03 07:00:00,43.0,3.29,-1.72,3.71,117.57,31.0,3.69,-2.37,4.39,122.75,19.0,4.58,-2.7,5.32,120.49,7.0,5.01,-4.06,6.45,128.99,0.526
2009-07-03 08:00:00,44.0,3.68,-2.16,4.27,120.43,32.0,3.72,-2.64,4.56,125.33,20.0,4.64,-2.54,5.3,118.71,8.0,4.98,-3.88,6.32,127.93,0.382
2009-07-03 09:00:00,45.0,3.92,-2.4,4.6,121.47,33.0,3.68,-2.84,4.66,127.66,21.0,4.63,-2.57,5.29,119.08,9.0,4.85,-3.75,6.13,127.7,0.342
2009-07-03 10:00:00,46.0,4.03,-2.35,4.67,120.29,34.0,3.71,-3.0,4.77,128.92,22.0,4.62,-2.99,5.5,122.91,10.0,4.71,-3.89,6.11,129.56,0.316
2009-07-03 11:00:00,47.0,4.08,-2.19,4.63,118.22,35.0,3.85,-3.08,4.93,128.61,23.0,4.62,-3.6,5.86,127.96,11.0,4.6,-4.23,6.25,132.64,0.158
2009-07-03 12:00:00,48.0,4.2,-2.15,4.72,117.15,36.0,4.12,-3.05,5.13,126.46,24.0,4.58,-4.11,6.16,131.92,12.0,4.53,-4.62,6.47,135.6,0.145
2009-07-03 13:00:00,37.0,4.52,-2.91,5.38,122.75,25.0,4.49,-4.31,6.22,133.79,13.0,4.51,-4.93,6.68,137.53,1.0,4.78,-4.92,6.86,135.81,0.158
2009-07-03 14:00:00,38.0,4.92,-2.77,5.65,119.43,26.0,4.4,-4.26,6.13,134.09,14.0,4.54,-5.11,6.83,138.4,2.0,5.09,-4.98,7.12,134.39,0.132
2009-07-03 15:00:00,39.0,5.16,-2.79,5.86,118.39,27.0,4.37,-4.14,6.02,133.44,15.0,4.58,-5.15,6.89,138.34,3.0,5.19,-5.0,7.2,133.94,0.184
2009-07-03 16:00:00,40.0,5.12,-3.03,5.95,120.61,28.0,4.44,-4.06,6.02,132.5,16.0,4.61,-5.04,6.83,137.56,4.0,5.1,-4.99,7.14,134.33,0.329
2009-07-03 17:00:00,41.0,4.84,-3.34,5.88,124.57,29.0,4.52,-4.08,6.09,132.07,17.0,4.58,-4.88,6.69,136.82,5.0,4.88,-4.99,6.98,135.61,0.329
2009-07-03 18:00:00,42.0,4.41,-3.49,5.63,128.36,30.0,4.5,-4.19,6.15,132.93,18.0,4.44,-4.79,6.53,137.14,6.0,4.56,-5.05,6.81,137.93,0.25
2009-07-03 19:00:00,43.0,3.9,-3.35,5.14,130.63,31.0,4.31,-4.39,6.15,135.55,19.0,4.17,-4.84,6.38,139.26,7.0,4.17,-5.2,6.67,141.25,0.237
2009-07-03 20:00:00,44.0,3.38,-3.07,4.57,132.27,32.0,3.94,-4.58,6.04,139.33,20.0,3.78,-4.93,6.21,142.49,8.0,3.75,-5.36,6.54,145.0,0.237
2009-07-03 21:00:00,45.0,2.91,-2.91,4.12,135.04,33.0,3.42,-4.64,5.77,143.59,21.0,3.33,-4.91,5.93,145.84,9.0,3.33,-5.43,6.36,148.5,0.237
2009-07-03 22:00:00,46.0,2.54,-3.05,3.97,140.16,34.0,2.83,-4.5,5.32,147.88,22.0,2.87,-4.7,5.51,148.59,10.0,2.93,-5.34,6.09,151.26,0.211
2009-07-03 23:00:00,47.0,2.29,-3.39,4.09,145.97,35.0,2.3,-4.3,4.87,151.88,23.0,2.45,-4.42,5.05,150.99,11.0,2.62,-5.18,5.81,153.15,0.211
2009-07-04 00:00:00,48.0,2.13,-3.77,4.33,150.51,36.0,2.01,-4.21,4.66,154.49,24.0,2.14,-4.25,4.75,153.32,12.0,2.47,-5.05,5.62,153.97,0.079
2009-07-04 01:00:00,37.0,2.08,-4.35,4.82,154.51,25.0,1.98,-4.3,4.74,155.33,13.0,2.5,-5.02,5.61,153.56,1.0,2.05,-3.62,4.16,150.47,0.092
2009-07-04 02:00:00,38.0,2.37,-4.59,5.17,152.71,26.0,1.98,-4.42,4.85,155.88,14.0,2.65,-4.99,5.65,152.08,2.0,1.98,-3.42,3.95,149.86,0.079
2009-07-04 03:00:00,39.0,2.71,-4.73,5.45,150.22,27.0,2.14,-4.37,4.86,153.91,15.0,2.83,-4.84,5.61,149.73,3.0,2.14,-3.39,4.01,147.72,0.066
2009-07-04 04:00:00,40.0,2.93,-4.62,5.48,147.6,28.0,2.43,-3.99,4.67,148.63,16.0,2.96,-4.47,5.36,146.53,4.0,2.45,-3.48,4.26,144.86,0.053
2009-07-04 05:00:00,41.0,3.01,-4.34,5.28,145.25,29.0,2.77,-3.44,4.42,141.16,17.0,3.02,-3.96,4.98,142.72,5.0,2.79,-3.58,4.53,142.07,0.382
2009-07-04 06:00:00,42.0,2.93,-4.01,4.97,143.82,30.0,3.06,-2.98,4.27,134.21,18.0,3.0,-3.43,4.56,138.86,6.0,3.02,-3.55,4.66,139.6,0.368
2009-07-04 07:00:00,43.0,2.72,-3.74,4.62,143.97,31.0,3.23,-2.79,4.27,130.87,19.0,2.91,-2.99,4.17,135.7,7.0,3.06,-3.32,4.52,137.34,0.184
2009-07-04 08:00:00,44.0,2.49,-3.54,4.33,144.83,32.0,3.27,-2.86,4.34,131.16,20.0,2.88,-2.68,3.93,133.0,8.0,3.03,-3.05,4.3,135.17,0.092
2009-07-04 09:00:00,45.0,2.41,-3.4,4.17,144.74,33.0,3.21,-3.1,4.46,134.0,21.0,3.02,-2.56,3.96,130.36,9.0,3.09,-2.93,4.26,133.45,0.105
2009-07-04 10:00:00,46.0,2.56,-3.33,4.2,142.45,34.0,3.09,-3.44,4.62,138.09,22.0,3.4,-2.66,4.32,128.0,10.0,3.33,-3.07,4.53,132.67,0.105
2009-07-04 11:00:00,47.0,2.9,-3.37,4.44,139.3,35.0,3.01,-3.81,4.85,141.7,23.0,3.83,-2.93,4.82,127.39,11.0,3.64,-3.34,4.94,132.58,0.079
2009-07-04 12:00:00,48.0,3.3,-3.55,4.84,137.13,36.0,3.08,-4.11,5.14,143.22,24.0,4.02,-3.3,5.2,129.44,12.0,3.84,-3.53,5.22,132.64,0.092
2009-07-04 13:00:00,37.0,3.35,-4.3,5.45,142.11,25.0,3.78,-3.71,5.3,134.46,13.0,3.81,-3.48,5.16,132.45,1.0,3.2,-4.6,5.61,145.21,0.079
2009-07-04 14:00:00,38.0,3.65,-4.39,5.71,140.3,26.0,3.35,-4.03,5.24,140.25,14.0,3.65,-3.24,4.88,131.63,2.0,3.33,-4.14,5.31,141.17,0.039
2009-07-04 15:00:00,39.0,3.75,-4.45,5.82,139.87,27.0,3.04,-4.11,5.11,143.57,15.0,3.5,-2.9,4.55,129.64,3.0,3.42,-3.68,5.03,137.1,0.053
2009-07-04 16:00:00,40.0,3.5,-4.49,5.7,142.09,28.0,3.05,-3.88,4.93,141.8,16.0,3.49,-2.54,4.32,126.1,4.0,3.46,-3.24,4.74,133.11,0.066
2009-07-04 17:00:00,41.0,3.06,-4.48,5.42,145.64,29.0,3.23,-3.47,4.74,137.04,17.0,3.51,-2.12,4.1,121.15,5.0,3.45,-2.84,4.46,129.46,0.066
2009-07-04 18:00:00,42.0,2.68,-4.33,5.09,148.26,30.0,3.33,-3.12,4.56,133.08,18.0,3.42,-1.56,3.76,114.5,6.0,3.38,-2.51,4.21,126.61,0.053
2009-07-04 19:00:00,43.0,2.51,-3.98,4.7,147.73,31.0,3.14,-2.94,4.31,133.12,19.0,3.13,-0.84,3.24,104.99,7.0,3.24,-2.26,3.95,124.88,0.039
2009-07-04 20:00:00,44.0,2.45,-3.42,4.21,144.38,32.0,2.7,-2.8,3.89,136.08,20.0,2.65,-0.11,2.65,92.42,8.0,2.98,-1.96,3.57,123.27,0.026
2009-07-04 21:00:00,45.0,2.3,-2.65,3.51,139.05,33.0,2.07,-2.45,3.2,139.73,21.0,2.03,0.41,2.07,78.48,9.0,2.52,-1.43,2.9,119.55,0.013
2009-07-04 22:00:00,46.0,1.94,-1.7,2.58,131.28,34.0,1.36,-1.72,2.2,141.69,22.0,1.33,0.6,1.46,65.8,10.0,1.82,-0.6,1.91,108.15,0.013
2009-07-04 23:00:00,47.0,1.45,-0.67,1.59,114.76,35.0,0.7,-0.79,1.05,138.49,23.0,0.65,0.56,0.86,49.05,11.0,0.95,0.29,1.0,73.28,0.013
2009-07-05 00:00:00,48.0,0.98,0.32,1.03,71.99,36.0,0.21,0.15,0.25,54.79,24.0,0.08,0.49,0.5,8.94,12.0,0.05,0.87,0.87,3.46,0.0
2009-07-05 01:00:00,37.0,0.0,0.89,0.89,359.75,25.0,-0.31,0.55,0.63,330.67,13.0,-0.76,0.93,1.2,320.9,1.0,0.85,0.87,1.21,44.19,0.0
2009-07-05 02:00:00,38.0,0.02,1.48,1.48,0.81,26.0,-0.53,0.84,0.99,327.7,14.0,-1.31,0.75,1.51,299.78,2.0,0.82,1.44,1.66,29.49,0.0
2009-07-05 03:00:00,39.0,0.2,1.97,1.98,5.84,27.0,-0.63,1.43,1.57,336.39,15.0,-1.43,0.73,1.61,296.88,3.0,0.95,1.95,2.16,25.97,0.0
2009-07-05 04:00:00,40.0,0.46,2.42,2.47,10.75,28.0,-0.62,2.3,2.38,344.85,16.0,-1.04,1.15,1.55,317.81,4.0,1.17,2.36,2.64,26.37,0.0
2009-07-05 05:00:00,41.0,0.73,2.81,2.9,14.5,29.0,-0.43,2.87,2.91,351.44,17.0,-0.4,1.83,1.87,347.57,5.0,1.42,2.69,3.04,27.75,0.0
2009-07-05 06:00:00,42.0,0.93,3.09,3.22,16.82,30.0,0.05,2.48,2.48,1.13,18.0,0.11,2.47,2.47,2.6,6.0,1.61,2.93,3.34,28.79,0.053
2009-07-05 07:00:00,43.0,1.03,3.23,3.39,17.74,31.0,0.85,0.73,1.12,49.33,19.0,0.24,2.84,2.85,4.79,7.0,1.68,3.06,3.49,28.81,0.132
2009-07-05 08:00:00,44.0,1.07,3.29,3.46,17.99,32.0,1.66,-1.58,2.29,133.59,20.0,0.08,2.97,2.97,1.63,8.0,1.6,3.05,3.44,27.62,0.171
2009-07-05 09:00:00,45.0,1.11,3.36,3.54,18.21,33.0,2.1,-3.35,3.95,147.9,21.0,-0.14,2.96,2.96,357.25,9.0,1.31,2.86,3.15,24.7,0.211
2009-07-05 10:00:00,46.0,1.2,3.47,3.67,19.06,34.0,1.92,-3.77,4.23,152.99,22.0,-0.27,2.86,2.87,354.67,10.0,0.86,2.46,2.6,19.21,0.171
2009-07-05 11:00:00,47.0,1.36,3.47,3.73,21.39,35.0,1.45,-3.23,3.54,155.83,23.0,-0.23,2.62,2.63,354.99,11.0,0.45,1.9,1.95,13.39,0.079
2009-07-05 12:00:00,48.0,1.59,3.17,3.54,26.61,36.0,1.14,-2.39,2.64,154.47,24.0,0.0,2.14,2.14,0.05,12.0,0.38,1.24,1.3,17.09,0.013
2009-07-05 13:00:00,37.0,1.33,-1.78,2.23,143.22,25.0,0.44,1.38,1.44,17.75,13.0,0.82,0.56,1.0,55.58,1.0,1.07,0.94,1.42,48.63,0.0
2009-07-05 14:00:00,38.0,1.88,-1.44,2.37,127.46,26.0,1.03,0.5,1.14,64.34,14.0,1.54,0.02,1.54,89.16,2.0,1.74,0.54,1.82,72.88,0.0
2009-07-05 15:00:00,39.0,2.5,-1.24,2.79,116.43,27.0,1.7,-0.29,1.73,99.62,15.0,2.18,-0.21,2.19,95.61,3.0,2.15,0.3,2.18,82.04,0.0
2009-07-05 16:00:00,40.0,2.96,-1.07,3.15,109.95,28.0,2.36,-0.8,2.49,108.74,16.0,2.5,-0.05,2.5,91.2,4.0,2.38,0.21,2.39,84.98,0.0
2009-07-05 17:00:00,41.0,3.13,-0.77,3.23,103.78,29.0,2.86,-1.03,3.04,109.88,17.0,2.6,0.3,2.62,83.41,5.0,2.54,0.23,2.55,84.84,0.0
2009-07-05 18:00:00,42.0,2.95,-0.16,2.95,93.04,30.0,3.02,-1.02,3.18,108.62,18.0,2.7,0.56,2.76,78.2,6.0,2.75,0.33,2.77,83.17,0.013
2009-07-05 19:00:00,43.0,2.4,0.83,2.54,70.93,31.0,2.75,-0.8,2.86,106.31,19.0,2.92,0.55,2.97,79.36,7.0,3.08,0.48,3.12,81.09,0.039
2009-07-05 20:00:00,44.0,1.88,1.84,2.63,45.65,32.0,2.26,-0.53,2.32,103.28,20.0,3.15,0.44,3.18,82.09,8.0,3.39,0.68,3.45,78.6,0.053
2009-07-05 21:00:00,45.0,1.87,2.42,3.06,37.66,33.0,1.83,-0.36,1.86,101.17,21.0,3.2,0.51,3.24,81.02,9.0,3.45,0.92,3.57,75.0,0.039
2009-07-05 22:00:00,46.0,2.62,2.28,3.47,48.96,34.0,1.67,-0.38,1.71,102.73,22.0,2.94,0.94,3.09,72.26,10.0,3.15,1.18,3.36,69.47,0.053
2009-07-05 23:00:00,47.0,3.53,1.77,3.95,63.31,35.0,1.67,-0.39,1.72,103.05,23.0,2.5,1.6,2.97,57.38,11.0,2.74,1.33,3.05,64.08,0.053
2009-07-06 00:00:00,48.0,3.78,1.42,4.04,69.35,36.0,1.63,-0.12,1.64,94.36,24.0,2.04,2.24,3.03,42.29,12.0,2.57,1.25,2.86,64.16,0.197
2009-07-06 01:00:00,37.0,1.42,0.57,1.53,68.2,25.0,1.7,2.64,3.14,32.84,13.0,2.82,0.82,2.94,73.73,1.0,4.3,-0.65,4.34,98.56,0.039
2009-07-06 02:00:00,38.0,1.17,1.42,1.84,39.38,26.0,1.44,2.53,2.91,29.73,14.0,3.03,0.15,3.03,87.18,2.0,3.33,-1.51,3.66,114.44,0.013
2009-07-06 03:00:00,39.0,1.05,2.05,2.3,26.99,27.0,1.17,1.65,2.02,35.48,15.0,2.58,-0.64,2.66,104.01,3.0,1.91,-2.09,2.83,137.58,0.013
2009-07-06 04:00:00,40.0,1.19,2.17,2.47,28.81,28.0,0.82,-0.08,0.83,95.27,16.0,1.13,-1.4,1.8,141.16,4.0,0.31,-2.37,2.39,172.53,0.013
2009-07-06 05:00:00,41.0,1.54,1.83,2.39,40.15,29.0,0.41,-1.92,1.96,168.06,17.0,-0.69,-1.84,1.97,200.59,5.0,-1.06,-2.3,2.53,204.86,0.039
2009-07-06 06:00:00,42.0,1.98,1.18,2.3,59.19,30.0,-0.05,-2.96,2.96,180.89,18.0,-1.97,-1.66,2.58,229.74,6.0,-1.79,-1.78,2.52,225.22,0.039
2009-07-06 07:00:00,43.0,2.36,0.37,2.39,81.0,31.0,-0.49,-2.64,2.69,190.54,19.0,-2.05,-0.73,2.18,250.37,7.0,-1.59,-0.81,1.78,242.97,0.013
2009-07-06 08:00:00,44.0,2.5,-0.39,2.53,98.89,32.0,-0.86,-1.78,1.98,205.87,20.0,-1.34,0.45,1.41,288.59,8.0,-0.77,0.25,0.81,287.8,0.0
2009-07-06 09:00:00,45.0,2.19,-0.91,2.38,112.64,33.0,-1.09,-1.54,1.89,215.12,21.0,-0.48,1.21,1.3,338.22,9.0,0.19,0.96,0.98,11.15,0.013
2009-07-06 10:00:00,46.0,1.35,-1.08,1.73,128.77,34.0,-1.09,-2.72,2.93,201.84,22.0,0.0,1.05,1.05,0.12,10.0,0.92,0.99,1.35,42.93,0.013
2009-07-06 11:00:00,47.0,0.41,-1.16,1.23,160.69,35.0,-0.85,-4.6,4.67,190.48,23.0,0.16,0.15,0.22,45.71,11.0,1.39,0.45,1.46,72.15,0.026
2009-07-06 12:00:00,48.0,-0.08,-1.49,1.49,183.18,36.0,-0.34,-6.07,6.08,183.23,24.0,0.16,-1.12,1.13,171.71,12.0,1.65,-0.45,1.71,105.32,0.0
2009-07-06 13:00:00,37.0,0.42,-6.35,6.36,176.2,25.0,0.18,-2.45,2.45,175.75,13.0,1.76,-1.49,2.3,130.24,1.0,1.9,-1.91,2.69,135.13,0.0
2009-07-06 14:00:00,38.0,1.32,-5.78,5.93,167.14,26.0,0.33,-3.64,3.65,174.78,14.0,1.8,-2.44,3.03,143.52,2.0,2.35,-2.07,3.13,131.44,0.0
2009-07-06 15:00:00,39.0,2.2,-5.03,5.5,156.36,27.0,0.72,-4.54,4.6,170.97,15.0,1.87,-3.08,3.61,148.72,3.0,2.74,-1.91,3.34,124.79,0.0
2009-07-06 16:00:00,40.0,2.93,-4.62,5.47,147.62,28.0,1.38,-5.05,5.24,164.73,16.0,2.02,-3.28,3.85,148.45,4.0,3.04,-1.57,3.42,117.28,0.053
2009-07-06 17:00:00,41.0,3.41,-4.54,5.68,143.13,29.0,2.02,-5.25,5.63,158.92,17.0,2.13,-3.25,3.89,146.77,5.0,3.16,-1.24,3.4,111.48,0.079
2009-07-06 18:00:00,42.0,3.54,-4.66,5.85,142.74,30.0,2.3,-5.28,5.76,156.45,18.0,2.08,-3.3,3.9,147.76,6.0,3.03,-1.13,3.24,110.47,0.053
2009-07-06 19:00:00,43.0,3.31,-4.84,5.86,145.64,31.0,1.98,-5.26,5.62,159.41,19.0,1.76,-3.65,4.05,154.22,7.0,2.61,-1.39,2.95,118.07,0.053
2009-07-06 20:00:00,44.0,2.9,-5.01,5.79,149.96,32.0,1.31,-5.3,5.46,166.09,20.0,1.24,-4.25,4.43,163.78,8.0,1.96,-2.03,2.82,136.05,0.053
2009-07-06 21:00:00,45.0,2.56,-5.1,5.71,153.36,33.0,0.7,-5.5,5.54,172.74,21.0,0.59,-4.96,4.99,173.2,9.0,1.21,-3.04,3.27,158.31,0.026
2009-07-06 22:00:00,46.0,2.47,-5.04,5.61,153.93,34.0,0.44,-5.88,5.9,175.72,22.0,-0.07,-5.61,5.61,180.71,10.0,0.47,-4.31,4.33,173.76,0.013
2009-07-06 23:00:00,47.0,2.54,-4.84,5.46,152.33,35.0,0.48,-6.18,6.19,175.53,23.0,-0.62,-5.98,6.01,185.89,11.0,-0.16,-5.35,5.35,181.74,0.158
2009-07-07 00:00:00,48.0,2.62,-4.51,5.21,149.85,36.0,0.69,-6.04,6.08,173.47,24.0,-0.92,-5.8,5.87,188.97,12.0,-0.6,-5.6,5.63,186.11,0.303
2009-07-07 01:00:00,37.0,0.96,-5.28,5.36,169.71,25.0,-0.87,-4.94,5.01,189.99,13.0,-0.77,-4.71,4.77,189.27,1.0,-0.5,-3.88,3.91,187.37,0.066
2009-07-07 02:00:00,38.0,1.28,-4.2,4.39,163.08,26.0,-0.55,-3.76,3.8,188.39,14.0,-0.7,-3.31,3.38,191.9,2.0,-0.68,-2.96,3.04,192.96,0.013
