date,"(0, 'hors')","(0, 'u')","(0, 'v')","(0, 'ws')","(0, 'wd')","(1, 'hors')","(1, 'u')","(1, 'v')","(1, 'ws')","(1, 'wd')","(2, 'hors')","(2, 'u')","(2, 'v')","(2, 'ws')","(2, 'wd')","(3, 'hors')","(3, 'u')","(3, 'v')","(3, 'ws')","(3, 'wd')",wp7
2009-07-01 16:00:00,16.0,2.24,-0.61,2.33,105.3,4.0,2.54,-1.56,2.98,121.56,,,,,,,,,,,0.0
2009-07-01 17:00:00,17.0,2.47,-0.57,2.53,102.94,5.0,2.56,-1.44,2.94,119.26,,,,,,,,,,,0.0
2009-07-01 18:00:00,18.0,2.44,-0.65,2.52,104.82,6.0,2.49,-1.37,2.84,118.79,,,,,,,,,,,0.0
2009-07-01 19:00:00,19.0,1.97,-0.84,2.15,113.07,7.0,2.29,-1.39,2.67,121.23,,,,,,,,,,,0.0
2009-07-01 20:00:00,20.0,1.29,-1.09,1.69,130.19,8.0,1.95,-1.43,2.42,126.37,,,,,,,,,,,0.0
2009-07-01 21:00:00,21.0,0.7,-1.32,1.49,152.01,9.0,1.47,-1.43,2.05,134.18,,,,,,,,,,,0.0
2009-07-01 22:00:00,22.0,0.43,-1.46,1.52,163.55,10.0,0.9,-1.32,1.6,145.71,,,,,,,,,,,0.0
2009-07-01 23:00:00,23.0,0.37,-1.51,1.56,166.09,11.0,0.36,-1.09,1.15,161.69,,,,,,,,,,,0.0
2009-07-02 00:00:00,24.0,0.34,-1.49,1.52,167.14,12.0,0.01,-0.75,0.75,178.95,,,,,,,,,,,0.0
2009-07-02 01:00:00,25.0,0.18,-1.39,1.4,172.8,13.0,-0.03,-0.31,0.31,186.13,1.0,0.32,-1.13,1.18,164.02,,,,,,0.0
2009-07-02 02:00:00,26.0,-0.1,-1.23,1.23,184.53,14.0,0.12,0.09,0.15,52.56,2.0,-0.04,-0.91,0.91,182.25,,,,,,0.0
2009-07-02 03:00:00,27.0,-0.42,-1.02,1.1,202.31,15.0,0.31,0.32,0.44,43.88,3.0,-0.09,-0.6,0.61,188.3,,,,,,0.0
2009-07-02 04:00:00,28.0,-0.72,-0.76,1.04,223.41,16.0,0.4,0.29,0.5,54.62,4.0,0.06,-0.27,0.28,167.07,,,,,,0.0
2009-07-02 05:00:00,29.0,-0.91,-0.47,1.02,242.58,17.0,0.35,0.09,0.36,74.88,5.0,0.27,-0.02,0.27,93.85,,,,,,0.0
2009-07-02 06:00:00,30.0,-0.91,-0.18,0.92,258.76,18.0,0.11,-0.11,0.15,135.09,6.0,0.39,0.04,0.39,83.91,,,,,,0.0
2009-07-02 07:00:00,31.0,-0.67,0.1,0.67,278.18,19.0,-0.33,-0.19,0.38,240.56,7.0,0.3,-0.15,0.34,116.49,,,,,,0.0
2009-07-02 08:00:00,32.0,-0.36,0.33,0.48,312.51,20.0,-0.85,-0.12,0.86,262.28,8.0,0.09,-0.45,0.46,169.02,,,,,,0.0
2009-07-02 09:00:00,33.0,-0.19,0.48,0.52,338.1,21.0,-1.3,0.12,1.3,275.38,9.0,-0.15,-0.66,0.68,192.96,,,,,,0.0
2009-07-02 10:00:00,34.0,-0.3,0.54,0.62,330.91,22.0,-1.53,0.49,1.6,287.86,10.0,-0.31,-0.66,0.74,205.3,,,,,,0.0
2009-07-02 11:00:00,35.0,-0.41,0.51,0.65,321.1,23.0,-1.42,0.79,1.63,299.13,11.0,-0.31,-0.61,0.69,207.14,,,,,,0.0
2009-07-02 12:00:00,36.0,-0.16,0.41,0.44,338.42,24.0,-0.86,0.78,1.16,312.01,12.0,-0.07,-0.73,0.73,185.46,,,,,,0.0
2009-07-02 13:00:00,37.0,0.67,0.26,0.72,68.95,25.0,0.19,0.29,0.35,32.75,13.0,0.45,-1.17,1.26,158.93,1.0,2.23,-1.54,2.71,124.62,0.0
2009-07-02 14:00:00,38.0,1.8,0.08,1.8,87.48,26.0,1.43,-0.46,1.51,107.76,14.0,1.13,-1.81,2.13,147.99,2.0,2.87,-2.42,3.76,130.14,0.0
2009-07-02 15:00:00,39.0,2.79,-0.12,2.79,92.38,27.0,2.51,-1.18,2.77,115.07,15.0,1.8,-2.41,3.0,143.3,3.0,3.11,-2.91,4.26,133.11,0.0
2009-07-02 16:00:00,40.0,3.32,-0.31,3.33,95.36,28.0,3.13,-1.63,3.53,117.55,16.0,2.32,-2.81,3.64,140.54,4.0,3.05,-3.1,4.35,135.44,0.0
2009-07-02 17:00:00,41.0,3.43,-0.5,3.47,98.34,29.0,3.36,-1.92,3.87,119.69,17.0,2.67,-3.04,4.05,138.68,5.0,2.84,-3.1,4.21,137.56,0.025
2009-07-02 18:00:00,42.0,3.3,-0.69,3.37,101.82,30.0,3.34,-2.18,3.99,123.06,18.0,2.87,-3.15,4.26,137.66,6.0,2.61,-3.05,4.02,139.41,0.0
2009-07-02 19:00:00,43.0,3.04,-0.87,3.16,105.88,31.0,3.21,-2.52,4.08,128.1,19.0,2.92,-3.2,4.34,137.62,7.0,2.49,-3.03,3.92,140.61,0.025
2009-07-02 20:00:00,44.0,2.78,-1.01,2.96,110.01,32.0,3.01,-2.84,4.14,133.33,20.0,2.83,-3.22,4.29,138.67,8.0,2.44,-3.01,3.88,141.02,0.076
2009-07-02 21:00:00,45.0,2.59,-1.1,2.82,113.08,33.0,2.78,-3.0,4.09,137.15,21.0,2.6,-3.21,4.13,141.01,9.0,2.42,-2.95,3.81,140.65,0.076
2009-07-02 22:00:00,46.0,2.53,-1.15,2.78,114.4,34.0,2.55,-2.88,3.85,138.55,22.0,2.24,-3.17,3.88,144.78,10.0,2.38,-2.79,3.66,139.55,0.0
2009-07-02 23:00:00,47.0,2.47,-1.25,2.77,116.94,35.0,2.29,-2.54,3.42,137.98,23.0,1.85,-3.07,3.59,149.01,11.0,2.33,-2.57,3.47,137.8,0.0
2009-07-03 00:00:00,48.0,2.21,-1.55,2.71,125.06,36.0,1.98,-2.05,2.85,136.08,24.0,1.53,-2.87,3.25,151.97,12.0,2.29,-2.34,3.27,135.56,0.0
2009-07-03 01:00:00,37.0,1.62,-1.52,2.22,133.11,25.0,1.38,-2.54,2.89,151.54,13.0,2.29,-2.15,3.14,133.11,1.0,2.39,-1.92,3.06,128.81,0.0
2009-07-03 02:00:00,38.0,1.36,-1.06,1.72,127.91,26.0,1.44,-2.19,2.62,146.58,14.0,2.4,-2.07,3.17,130.69,2.0,2.53,-1.73,3.07,124.34,0.0
2009-07-03 03:00:00,39.0,1.37,-0.81,1.59,120.76,27.0,1.76,-1.94,2.62,137.73,15.0,2.69,-2.16,3.46,128.78,3.0,3.0,-2.14,3.68,125.48,0.0
2009-07-03 04:00:00,40.0,1.76,-0.88,1.96,116.62,28.0,2.34,-1.91,3.02,129.18,16.0,3.21,-2.47,4.05,127.66,4.0,3.66,-2.93,4.69,128.64,0.0
2009-07-03 05:00:00,41.0,2.37,-1.19,2.65,116.63,29.0,2.98,-2.05,3.62,124.45,17.0,3.81,-2.85,4.76,126.82,5.0,4.35,-3.8,5.78,131.16,0.0
2009-07-03 06:00:00,42.0,2.99,-1.63,3.4,118.6,30.0,3.47,-2.3,4.17,123.5,18.0,4.34,-3.12,5.35,125.69,6.0,4.89,-4.45,6.61,132.29,0.354
2009-07-03 07:00:00,43.0,3.43,-2.09,4.02,121.35,31.0,3.66,-2.61,4.5,125.48,19.0,4.67,-3.15,5.64,124.02,7.0,5.15,-4.64,6.93,132.05,0.682
2009-07-03 08:00:00,44.0,3.71,-2.47,4.45,123.64,32.0,3.64,-2.93,4.67,128.76,20.0,4.83,-3.11,5.74,122.75,8.0,5.18,-4.56,6.9,131.35,0.429
2009-07-03 09:00:00,45.0,3.86,-2.65,4.69,124.45,33.0,3.59,-3.2,4.81,131.72,21.0,4.89,-3.19,5.84,123.14,9.0,5.07,-4.45,6.75,131.26,0.303
2009-07-03 10:00:00,46.0,3.95,-2.59,4.72,123.2,34.0,3.64,-3.39,4.98,132.98,22.0,4.9,-3.55,6.05,125.91,10.0,4.92,-4.53,6.68,132.63,0.227
2009-07-03 11:00:00,47.0,4.04,-2.43,4.72,121.02,35.0,3.83,-3.48,5.17,132.21,23.0,4.88,-4.04,6.34,129.62,11.0,4.78,-4.75,6.74,134.85,0.429
2009-07-03 12:00:00,48.0,4.2,-2.39,4.84,119.66,36.0,4.17,-3.43,5.4,129.43,24.0,4.82,-4.45,6.56,132.73,12.0,4.7,-5.03,6.88,136.97,0.354
2009-07-03 13:00:00,37.0,4.62,-3.25,5.65,125.11,25.0,4.71,-4.62,6.59,134.42,13.0,4.71,-5.28,7.08,138.27,1.0,5.31,-5.54,7.68,136.22,0.253
2009-07-03 14:00:00,38.0,5.03,-3.06,5.89,121.37,26.0,4.58,-4.59,6.48,135.07,14.0,4.75,-5.44,7.22,138.92,2.0,5.6,-5.6,7.92,134.97,0.152
2009-07-03 15:00:00,39.0,5.17,-3.01,5.98,120.24,27.0,4.44,-4.47,6.3,135.17,15.0,4.7,-5.46,7.2,139.26,3.0,5.49,-5.53,7.79,135.21,0.177
2009-07-03 16:00:00,40.0,4.92,-3.18,5.86,122.89,28.0,4.32,-4.35,6.13,135.23,16.0,4.5,-5.3,6.95,139.64,4.0,5.07,-5.38,7.39,136.68,0.354
2009-07-03 17:00:00,41.0,4.39,-3.4,5.55,127.74,29.0,4.18,-4.29,5.99,135.76,17.0,4.18,-5.06,6.57,140.44,5.0,4.49,-5.23,6.89,139.32,0.278
2009-07-03 18:00:00,42.0,3.77,-3.43,5.09,132.31,30.0,3.97,-4.32,5.87,137.36,18.0,3.81,-4.9,6.21,142.11,6.0,3.9,-5.16,6.47,142.92,0.152
2009-07-03 19:00:00,43.0,3.2,-3.13,4.48,134.39,31.0,3.68,-4.45,5.77,140.38,19.0,3.44,-4.89,5.98,144.88,7.0,3.4,-5.22,6.23,146.95,0.126
2009-07-03 20:00:00,44.0,2.7,-2.72,3.83,135.23,32.0,3.29,-4.58,5.63,144.3,20.0,3.04,-4.93,5.79,148.3,8.0,2.96,-5.34,6.11,150.95,0.126
2009-07-03 21:00:00,45.0,2.24,-2.5,3.36,138.12,33.0,2.79,-4.56,5.34,148.56,21.0,2.6,-4.86,5.51,151.9,9.0,2.53,-5.38,5.95,154.82,0.126
2009-07-03 22:00:00,46.0,1.81,-2.68,3.23,145.93,34.0,2.21,-4.33,4.86,152.97,22.0,2.09,-4.61,5.06,155.56,10.0,2.07,-5.29,5.68,158.6,0.051
2009-07-03 23:00:00,47.0,1.47,-3.14,3.47,154.94,35.0,1.69,-4.06,4.4,157.36,23.0,1.62,-4.31,4.6,159.34,11.0,1.69,-5.15,5.42,161.8,0.051
2009-07-04 00:00:00,48.0,1.29,-3.68,3.9,160.74,36.0,1.42,-4.0,4.25,160.48,24.0,1.3,-4.18,4.38,162.68,12.0,1.54,-5.12,5.35,163.28,0.025
2009-07-04 01:00:00,37.0,1.51,-4.32,4.58,160.79,25.0,1.22,-4.36,4.53,164.33,13.0,1.7,-5.29,5.55,162.19,1.0,1.4,-3.33,3.61,157.19,0.0
2009-07-04 02:00:00,38.0,1.85,-4.82,5.17,158.98,26.0,1.38,-4.65,4.85,163.52,14.0,2.06,-5.49,5.87,159.4,2.0,1.38,-3.18,3.46,156.48,0.0
2009-07-04 03:00:00,39.0,2.31,-5.22,5.71,156.18,27.0,1.73,-4.77,5.07,160.07,15.0,2.47,-5.52,6.05,155.87,3.0,1.65,-3.35,3.74,153.78,0.0
2009-07-04 04:00:00,40.0,2.73,-5.32,5.98,152.88,28.0,2.24,-4.53,5.06,153.69,16.0,2.8,-5.24,5.94,151.87,4.0,2.11,-3.73,4.28,150.49,0.0
2009-07-04 05:00:00,41.0,3.03,-5.18,6.01,149.66,29.0,2.81,-4.11,4.98,145.65,17.0,3.03,-4.74,5.63,147.42,5.0,2.63,-4.12,4.89,147.39,0.025
2009-07-04 06:00:00,42.0,3.16,-4.95,5.87,147.39,30.0,3.31,-3.75,5.01,138.56,18.0,3.18,-4.21,5.27,142.92,6.0,3.09,-4.33,5.32,144.44,0.177
2009-07-04 07:00:00,43.0,3.09,-4.72,5.64,146.79,31.0,3.65,-3.66,5.17,135.04,19.0,3.27,-3.77,5.0,139.05,7.0,3.39,-4.23,5.42,141.27,0.227
2009-07-04 08:00:00,44.0,2.94,-4.52,5.39,147.0,32.0,3.81,-3.79,5.37,134.86,20.0,3.38,-3.49,4.86,135.85,8.0,3.58,-3.98,5.35,138.04,0.101
2009-07-04 09:00:00,45.0,2.86,-4.34,5.2,146.55,33.0,3.76,-4.03,5.52,137.01,21.0,3.58,-3.36,4.91,133.14,9.0,3.72,-3.79,5.31,135.51,0.051
2009-07-04 10:00:00,46.0,2.99,-4.17,5.13,144.33,34.0,3.54,-4.31,5.58,140.59,22.0,3.9,-3.39,5.17,131.02,10.0,3.88,-3.82,5.44,134.53,0.051
2009-07-04 11:00:00,47.0,3.26,-4.09,5.23,141.38,35.0,3.3,-4.56,5.63,144.14,23.0,4.17,-3.56,5.49,130.51,11.0,4.0,-3.95,5.62,134.62,0.025
2009-07-04 12:00:00,48.0,3.57,-4.15,5.47,139.35,36.0,3.21,-4.74,5.73,145.95,24.0,4.19,-3.84,5.68,132.47,12.0,4.0,-3.99,5.65,134.93,0.025
2009-07-04 13:00:00,37.0,3.37,-4.82,5.88,145.03,25.0,3.83,-4.15,5.65,137.3,13.0,3.85,-3.82,5.42,134.79,1.0,3.29,-4.86,5.87,145.89,0.126
2009-07-04 14:00:00,38.0,3.61,-4.81,6.01,143.09,26.0,3.31,-4.38,5.49,142.9,14.0,3.62,-3.46,5.01,133.64,2.0,3.41,-4.34,5.52,141.84,0.051
2009-07-04 15:00:00,39.0,3.69,-4.75,6.01,142.19,27.0,2.94,-4.37,5.27,146.07,15.0,3.46,-2.98,4.56,130.72,3.0,3.47,-3.83,5.17,137.81,0.051
2009-07-04 16:00:00,40.0,3.42,-4.66,5.78,143.71,28.0,2.92,-4.03,4.98,144.05,16.0,3.42,-2.44,4.2,125.43,4.0,3.47,-3.33,4.81,133.83,0.076
2009-07-04 17:00:00,41.0,2.98,-4.5,5.4,146.45,29.0,3.09,-3.51,4.68,138.6,17.0,3.4,-1.82,3.86,118.17,5.0,3.4,-2.86,4.45,130.12,0.051
2009-07-04 18:00:00,42.0,2.61,-4.21,4.95,148.23,30.0,3.19,-3.02,4.39,133.43,18.0,3.23,-1.1,3.41,108.87,6.0,3.25,-2.45,4.07,127.03,0.025
2009-07-04 19:00:00,43.0,2.45,-3.74,4.47,146.71,31.0,2.99,-2.69,4.03,131.98,19.0,2.78,-0.28,2.79,95.74,7.0,3.02,-2.09,3.67,124.77,0.0
2009-07-04 20:00:00,44.0,2.39,-3.1,3.91,142.37,32.0,2.52,-2.42,3.49,133.84,20.0,2.13,0.51,2.19,76.42,8.0,2.64,-1.66,3.12,122.16,0.0
2009-07-04 21:00:00,45.0,2.21,-2.32,3.21,136.5,33.0,1.82,-2.0,2.71,137.74,21.0,1.43,1.11,1.81,52.05,9.0,2.08,-1.0,2.31,115.74,0.0
2009-07-04 22:00:00,46.0,1.75,-1.45,2.27,129.47,34.0,0.99,-1.32,1.65,143.3,22.0,0.77,1.39,1.59,28.86,10.0,1.29,-0.04,1.29,91.97,0.0
2009-07-04 23:00:00,47.0,1.14,-0.53,1.26,114.83,35.0,0.17,-0.47,0.5,160.03,23.0,0.19,1.44,1.45,7.61,11.0,0.37,0.91,0.98,22.31,0.0
2009-07-05 00:00:00,48.0,0.53,0.35,0.64,56.29,36.0,-0.44,0.39,0.59,311.23,24.0,-0.29,1.37,1.4,348.14,12.0,-0.54,1.47,1.57,339.83,0.0
2009-07-05 01:00:00,37.0,-0.72,1.13,1.34,327.62,25.0,-0.66,1.33,1.48,333.51,13.0,-1.32,1.39,1.92,316.54,1.0,0.2,0.94,0.96,11.88,0.0
2009-07-05 02:00:00,38.0,-0.7,1.76,1.89,338.34,26.0,-0.92,1.43,1.7,327.27,14.0,-1.82,1.02,2.09,299.31,2.0,0.17,1.47,1.48,6.77,0.0
2009-07-05 03:00:00,39.0,-0.46,2.28,2.33,348.6,27.0,-1.06,1.82,2.11,329.81,15.0,-1.9,0.86,2.09,294.2,3.0,0.33,2.02,2.04,9.4,0.0
2009-07-05 04:00:00,40.0,-0.09,2.72,2.72,358.07,28.0,-1.06,2.5,2.71,336.99,16.0,-1.5,1.24,1.94,309.61,4.0,0.6,2.53,2.6,13.36,0.0
2009-07-05 05:00:00,41.0,0.3,3.07,3.08,5.58,29.0,-0.85,2.93,3.05,343.89,17.0,-0.86,1.95,2.14,336.18,5.0,0.89,2.96,3.09,16.82,0.0
2009-07-05 06:00:00,42.0,0.6,3.31,3.36,10.33,30.0,-0.32,2.46,2.48,352.47,18.0,-0.34,2.64,2.66,352.63,6.0,1.13,3.24,3.43,19.19,0.0
2009-07-05 07:00:00,43.0,0.74,3.44,3.52,12.14,31.0,0.51,0.69,0.86,36.5,19.0,-0.19,3.02,3.02,356.47,7.0,1.23,3.32,3.54,20.27,0.076
2009-07-05 08:00:00,44.0,0.78,3.53,3.61,12.54,32.0,1.34,-1.61,2.09,140.13,20.0,-0.29,3.13,3.14,354.68,8.0,1.16,3.19,3.4,19.96,0.126
2009-07-05 09:00:00,45.0,0.84,3.64,3.73,13.07,33.0,1.75,-3.4,3.83,152.8,21.0,-0.46,3.1,3.13,351.52,9.0,0.91,2.87,3.01,17.63,0.126
2009-07-05 10:00:00,46.0,1.0,3.79,3.92,14.82,34.0,1.49,-3.94,4.21,159.33,22.0,-0.53,3.02,3.06,350.01,10.0,0.51,2.36,2.41,12.17,0.177
2009-07-05 11:00:00,47.0,1.25,3.82,4.02,18.19,35.0,0.92,-3.52,3.63,165.3,23.0,-0.43,2.8,2.83,351.19,11.0,0.17,1.74,1.75,5.58,0.076
2009-07-05 12:00:00,48.0,1.57,3.51,3.84,24.13,36.0,0.59,-2.72,2.79,167.79,24.0,-0.13,2.32,2.32,356.79,12.0,0.16,1.1,1.12,8.3,0.0
2009-07-05 13:00:00,37.0,0.87,-2.04,2.22,156.81,25.0,0.39,1.52,1.57,14.53,13.0,0.65,0.55,0.85,49.87,1.0,0.86,1.06,1.36,39.03,0.0
2009-07-05 14:00:00,38.0,1.58,-1.52,2.19,133.8,26.0,1.07,0.59,1.22,60.89,14.0,1.39,0.17,1.4,82.99,2.0,1.56,0.78,1.74,63.6,0.0
2009-07-05 15:00:00,39.0,2.38,-1.11,2.63,114.98,27.0,1.78,-0.23,1.8,97.28,15.0,2.07,0.09,2.07,87.51,3.0,1.95,0.65,2.06,71.51,0.0
2009-07-05 16:00:00,40.0,2.97,-0.75,3.06,104.15,28.0,2.44,-0.74,2.55,106.97,16.0,2.41,0.35,2.44,81.77,4.0,2.12,0.65,2.22,72.88,0.0
2009-07-05 17:00:00,41.0,3.17,-0.3,3.19,95.45,29.0,2.87,-0.95,3.03,108.36,17.0,2.51,0.75,2.62,73.38,5.0,2.2,0.72,2.32,71.78,0.0
2009-07-05 18:00:00,42.0,2.87,0.38,2.89,82.53,30.0,2.91,-0.9,3.05,107.18,18.0,2.53,1.03,2.73,67.81,6.0,2.35,0.81,2.49,70.9,0.0
2009-07-05 19:00:00,43.0,2.05,1.35,2.45,56.64,31.0,2.47,-0.65,2.56,104.74,19.0,2.59,1.02,2.79,68.48,7.0,2.65,0.88,2.8,71.63,0.0
2009-07-05 20:00:00,44.0,1.27,2.32,2.65,28.67,32.0,1.85,-0.36,1.89,100.93,20.0,2.66,0.89,2.8,71.5,8.0,2.96,0.96,3.11,72.1,0.0
2009-07-05 21:00:00,45.0,1.23,2.93,3.17,22.72,33.0,1.43,-0.19,1.45,97.71,21.0,2.65,0.89,2.79,71.43,9.0,3.06,1.08,3.25,70.51,0.0
2009-07-05 22:00:00,46.0,2.3,2.9,3.7,38.41,34.0,1.48,-0.25,1.5,99.74,22.0,2.5,1.21,2.77,64.18,10.0,2.83,1.28,3.11,65.71,0.0
2009-07-05 23:00:00,47.0,3.68,2.49,4.45,55.91,35.0,1.76,-0.32,1.79,100.17,23.0,2.23,1.75,2.84,51.8,11.0,2.51,1.43,2.89,60.29,0.025
2009-07-06 00:00:00,48.0,4.27,2.08,4.75,64.06,36.0,1.93,-0.08,1.93,92.35,24.0,1.87,2.36,3.01,38.41,12.0,2.45,1.42,2.83,59.87,0.328
2009-07-06 01:00:00,37.0,1.74,0.63,1.85,69.93,25.0,1.46,2.83,3.19,27.31,13.0,2.8,1.13,3.02,68.1,1.0,4.44,-0.51,4.47,96.53,0.101
2009-07-06 02:00:00,38.0,1.38,1.51,2.05,42.36,26.0,1.04,2.85,3.03,20.03,14.0,3.09,0.55,3.14,79.99,2.0,3.45,-1.47,3.75,113.1,0.0
2009-07-06 03:00:00,39.0,1.16,2.12,2.41,28.59,27.0,0.63,2.04,2.14,17.21,15.0,2.65,-0.31,2.67,96.61,3.0,1.95,-2.16,2.91,137.98,0.0
2009-07-06 04:00:00,40.0,1.28,2.13,2.49,30.99,28.0,0.27,0.28,0.39,43.78,16.0,1.1,-1.33,1.73,140.55,4.0,0.23,-2.56,2.57,174.88,0.0
2009-07-06 05:00:00,41.0,1.63,1.65,2.32,44.63,29.0,-0.07,-1.68,1.68,182.55,17.0,-0.87,-2.12,2.29,202.23,5.0,-1.28,-2.56,2.86,206.5,0.0
2009-07-06 06:00:00,42.0,2.01,0.9,2.2,65.8,30.0,-0.44,-2.87,2.9,188.64,18.0,-2.28,-2.18,3.15,226.33,6.0,-2.12,-2.06,2.95,225.74,0.0
2009-07-06 07:00:00,43.0,2.22,0.08,2.23,87.91,31.0,-0.83,-2.67,2.8,197.28,19.0,-2.44,-1.22,2.73,243.54,7.0,-1.98,-1.03,2.23,242.42,0.0
2009-07-06 08:00:00,44.0,2.2,-0.65,2.3,106.39,32.0,-1.19,-1.9,2.25,212.01,20.0,-1.74,0.19,1.75,276.24,8.0,-1.19,0.14,1.2,276.81,0.0
2009-07-06 09:00:00,45.0,1.89,-1.14,2.21,120.99,33.0,-1.43,-1.76,2.27,219.05,21.0,-0.84,1.26,1.51,326.33,9.0,-0.22,1.0,1.02,347.65,0.0
2009-07-06 10:00:00,46.0,1.31,-1.32,1.86,135.24,34.0,-1.47,-3.05,3.38,205.75,22.0,-0.26,1.38,1.4,349.44,10.0,0.55,1.16,1.28,25.4,0.0
2009-07-06 11:00:00,47.0,0.71,-1.44,1.61,153.63,35.0,-1.27,-5.03,5.19,194.2,23.0,0.0,0.66,0.66,0.2,11.0,1.07,0.7,1.28,56.7,0.0
2009-07-06 12:00:00,48.0,0.45,-1.84,1.89,166.16,36.0,-0.82,-6.63,6.68,187.04,24.0,0.07,-0.61,0.62,173.02,12.0,1.37,-0.21,1.39,98.5,0.0
2009-07-06 13:00:00,37.0,-0.11,-7.02,7.02,180.86,25.0,0.1,-2.16,2.16,177.45,13.0,1.51,-1.37,2.03,132.19,1.0,1.75,-1.89,2.58,137.26,0.0
2009-07-06 14:00:00,38.0,0.75,-6.54,6.58,173.45,26.0,0.21,-3.68,3.69,176.81,14.0,1.54,-2.51,2.94,148.36,2.0,2.21,-1.97,2.96,131.82,0.0
2009-07-06 15:00:00,39.0,1.61,-5.82,6.03,164.55,27.0,0.54,-4.89,4.92,173.67,15.0,1.56,-3.33,3.67,154.91,3.0,2.46,-1.7,3.0,124.65,0.0
2009-07-06 16:00:00,40.0,2.33,-5.37,5.85,156.54,28.0,1.16,-5.58,5.7,168.25,16.0,1.6,-3.63,3.97,156.26,4.0,2.54,-1.26,2.84,116.32,0.025
2009-07-06 17:00:00,41.0,2.8,-5.22,5.93,151.79,29.0,1.76,-5.84,6.1,163.26,17.0,1.61,-3.64,3.98,156.18,5.0,2.45,-0.83,2.59,108.68,0.025
2009-07-06 18:00:00,42.0,2.92,-5.31,6.06,151.15,30.0,1.95,-5.88,6.19,161.68,18.0,1.5,-3.66,3.95,157.74,6.0,2.22,-0.62,2.3,105.6,0.025
2009-07-06 19:00:00,43.0,2.65,-5.52,6.12,154.35,31.0,1.47,-5.85,6.04,165.87,19.0,1.2,-3.94,4.12,163.01,7.0,1.84,-0.8,2.01,113.46,0.051
2009-07-06 20:00:00,44.0,2.2,-5.75,6.15,159.07,32.0,0.64,-5.9,5.93,173.81,20.0,0.74,-4.48,4.55,170.58,8.0,1.36,-1.46,1.99,137.1,0.025
2009-07-06 21:00:00,45.0,1.84,-5.86,6.14,162.52,33.0,-0.12,-6.12,6.12,181.16,21.0,0.15,-5.22,5.22,178.36,9.0,0.77,-2.66,2.77,163.89,0.0
2009-07-06 22:00:00,46.0,1.79,-5.76,6.03,162.71,34.0,-0.47,-6.55,6.56,184.15,22.0,-0.52,-6.03,6.06,184.93,10.0,0.11,-4.32,4.32,178.53,0.0
2009-07-06 23:00:00,47.0,1.95,-5.49,5.82,160.4,35.0,-0.45,-6.91,6.92,183.72,23.0,-1.13,-6.61,6.7,189.66,11.0,-0.52,-5.81,5.83,185.11,0.0
2009-07-07 00:00:00,48.0,2.17,-5.12,5.56,157.07,36.0,-0.18,-6.85,6.85,181.47,24.0,-1.5,-6.59,6.76,192.83,12.0,-1.01,-6.36,6.44,189.02,0.354
2009-07-07 01:00:00,37.0,0.23,-6.13,6.14,177.82,25.0,-1.53,-5.76,5.96,194.83,13.0,-1.27,-5.5,5.65,192.99,1.0,-1.0,-4.46,4.57,192.64,0.152
2009-07-07 02:00:00,38.0,0.74,-5.08,5.13,171.75,26.0,-1.26,-4.54,4.71,195.48,14.0,-1.29,-3.97,4.17,198.01,2.0,-1.3,-3.53,3.76,200.25,0.0
